file,fs,duration_s,f0_Hz,note,note_ref_Hz,cents,centroid_Hz,rolloff_Hz,odd_even_ratio,inharm_rms_ppm,attack_ms,decay_tau_ms,H1_freq_Hz,H1_rel_dB,H2_freq_Hz,H2_rel_dB,H3_freq_Hz,H3_rel_dB,H4_freq_Hz,H4_rel_dB,H5_freq_Hz,H5_rel_dB,H6_freq_Hz,H6_rel_dB,H7_freq_Hz,H7_rel_dB
/Users/angelramirez/Desktop/Desktop- Angels Mac-Mini/physics4bl/GuitarronA.wav,48000,9.834666666666667,110.43616982362612,A2,110.0,6.851081071639864,479.9678032575787,864.990234375,2.383509287336104,12522.04917388803,20.89583333333328,,111.328125,8.682804508841457e-12,223.388671875,-8.315682433403289,333.251953125,-8.886143511307992,446.044921875,-14.987549437215261,561.767578125,-20.583910203465475,670.166015625,-21.437433877642714,787.353515625,-21.062045020511984
